papel,tipo,empresa,setor,sub_setor,valor_de_mercado,valor_da_firma,ultimo_balanco,numero_de_acoes,ultima_cotacao,pl,p_vp,psr,div_yeld,p_ativo,p_cap_giro,p_ebit,p_ativo_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg_liq,liq_corr,roic,roe,liq_2_meses,patrim_liq,div_brut_patrim,cresc_rec_5a
SJOS4,PN,SÃO JOSÉ PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.215.000,20.902.000,31/03/2020,13.500.000,"0,09","-0,31","-0,01","0,000","0,00%","0,239","0,00","-0,81","0,00","-14,02","-14,30","0,00%","0,00%","0,00","0,00%","2,51%","0,00","-155.065.000,00","0,00","0,00%"
RNEW3,ON N2,RENOVA ON N2,Energia Elétrica,Energia Elétrica,158.953.000,1.761.720.000,30/06/2020,41.720.000,"3,81","-0,31","-0,13","3,519","0,00%","0,069","-0,05","-4,05","-0,05","-44,86","-108,67","-86,93%","-1.128,63%","0,02","-2,06%","41,25%","253.915,00","-1.235.950.000,00","-1,33","-34,61%"
RNEW11,UNT N2,RENOVA UNT N2,Energia Elétrica,Energia Elétrica,153.947.000,1.756.710.000,30/06/2020,41.720.000,"11,07","-0,30","-0,12","3,408","0,00%","0,067","-0,05","-3,92","-0,04","-44,73","-108,37","-86,93%","-1.128,63%","0,02","-2,06%","41,25%","318.750,00","-1.235.950.000,00","-1,33","-34,61%"
JBDU4,PN,J B DUARTE PN,Holdings Diversificadas,Holdings Diversificadas,6.374.130,6.373.130,31/03/2020,5.019.000,"1,27","-0,30","0,09","0,000","0,00%","0,033","0,00","0,84","0,00","0,84","0,84","0,00%","0,00%","0,00","0,00%","-31,41%","93.744,30","67.440.000,00","0,00","0,00%"
RNEW4,PN N2,RENOVA PN N2,Energia Elétrica,Energia Elétrica,147.272.000,1.750.040.000,30/06/2020,41.720.000,"3,53","-0,29","-0,12","3,260","0,00%","0,064","-0,05","-3,75","-0,04","-44,56","-107,95","-86,93%","-1.128,63%","0,02","-2,06%","41,25%","224.331,00","-1.235.950.000,00","-1,33","-34,61%"
HOOT4,PN,HOTEIS OTHON S.A. PN,Hoteis e Restaurantes,Hotelaria,49.971.800,48.556.800,30/06/2020,18.372.000,"2,72","-0,28","-0,12","0,701","0,00%","0,106","-0,09","-0,34","-0,06","-0,33","-0,36","-207,86%","-249,00%","0,04","-32,44%","42,94%","41.144,10","-413.079.000,00","-0,00","-19,17%"
WISA3,ON,WIEST SA ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,1.371.200,107.209.000,31/12/2009,6.856.000,"0,20","-0,28","-0,01","0,175","0,00%","0,023","-0,05","-0,25","-0,01","-19,21","-19,21","-71,41%","-62,75%","0,18","-9,78%","2,39%","0,00","-205.386.000,00","-0,52","-48,66%"
PMAM4,PN,PARANAPANEMA S.A. PN,Siderurgia e Metalurgia,Artefatos de Cobre,253.479.000,2.983.000.000,30/06/2020,43.404.000,"5,84","-0,27","-1,27","0,056","0,00%","0,066","-0,12","-1,19","-0,10","-13,98","-44,69","-4,75%","-20,84%","0,42","-6,67%","468,79%","0,00","-199.495.000,00","-14,98","0,44%"
MGEL4,PN N1,MANGELS PN N1,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,31.807.700,752.790.000,30/06/2020,5.783.210,"5,50","-0,26","-0,07","0,063","0,00%","0,077","0,29","0,79","-0,05","18,73","12,76","7,90%","-25,64%","1,97","13,46%","24,76%","26.782,90","-486.228.000,00","-1,65","5,49%"
TENE7,PNC,TECBLU PNC,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.185.800,1.666.800,30/09/2019,121.000,"9,80","-0,26","-0,02","0,000","0,00%","0,068","0,00","-1,02","0,00","-1,44","1,98","0,00%","0,00%","0,00","0,00%","6,64%","0,00","-69.256.000,00","0,00","0,00%"
ATMP3,ON,ATMASA ON,Serviços,Serviços Diversos,90.786.300,457.669.000,30/06/2020,23.459.000,"3,87","-0,23","-3,68","0,112","0,00%","0,058","-0,22","-0,39","-0,07","-1,95","-3,14","-28,87%","-48,26%","0,43","-17,53%","1.590,92%","61.329,20","-24.660.000,00","-16,24","-24,60%"
BDLL3,ON,BAEDELLA ON,Máquinas e Equipamentos,Máqs. e Equips. Industriais,44.016.000,278.460.000,31/03/2020,1.600.000,"27,51","-0,23","-0,39","1,070","0,00%","0,060","-0,22","-1,11","-0,08","-7,05","-8,53","-95,99%","-472,75%","0,60","-6,50%","173,42%","123,65","-112.189.000,00","-2,11","-43,54%"
MEND6,PNB,MENDES JUNIOR ENGENHARIA S/A PNB,Construção e Engenharia,Construção Pesada,97.935.500,9.610.230.000,30/06/2020,10.309.000,"9,50","-0,21","-0,01","70,814","0,00%","0,102","-0,07","-16.322,60","-0,01","-1.601.700,00","20.274,70","-0,43%","-34.075,30%","0,00","-0,00%","4,14%","0,00","-11.389.500.000,00","-0,84","-24,83%"
CORR3,ON,CORREA RIBEIRO SA COM. IND. ON,Exploração de Imóveis,Exploração de Imóveis,277.836,-1.934.160,30/06/2020,23.153,"12,00","-0,20","-0,06","0,145","0,00%","0,025","0,04","-0,23","-0,03","1,58","1,62","-63,71%","-72,37%","18,10","-13,84%","28,40%","0,00","-4.887.000,00","0,00","-15,36%"
GSHP3,ON NM,Generalshopp ON NM,Exploração de Imóveis,Exploração de Imóveis,91.192.200,1.601.890.000,30/06/2020,1.928.770,"47,28","-0,19","-0,19","0,857","0,00%","0,052","0,68","5,67","-0,05","99,58","86,72","15,12%","-459,20%","1,47","1,10%","101,57%","21.924,70","-481.154.000,00","-3,70","-19,49%"
DOCA4,PN,DOCAS S.A. PN,Mídia,"Jornais, Livros e Revistas",5.795.220,325.683.000,31/03/2014,1.159.040,"5,00","-0,18","-0,01","-1,393","0,00%","0,014","-0,15","-0,12","-0,01","-6,71","-6,62","1.165,92%","636,17%","0,61","-12,48%","8,24%","0,00","-390.317.000,00","-0,82","-38,80%"
DUQE4,PN,METALURGICA DUQUE SA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,8.307.200,58.546.200,30/09/2014,2.816.000,"2,95","-0,17","-1,19","1,275","0,00%","0,045","-0,08","-0,17","-0,06","-1,23","-1,35","-732,92%","-767,60%","0,33","-28,21%","715,74%","0,00","-6.987.000,00","-7,19","-42,70%"
FTRX3,ON,FAB TECIDOS C RENAUX ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,3.097.510,28.172.500,31/03/2013,23.827.000,"0,13","-0,15","-0,02","0,206","0,00%","0,023","-0,04","-0,19","-0,01","-1,77","-2,27","-106,22%","-138,83%","0,06","-11,99%","13,50%","0,00","-154.535.000,00","-0,16","-31,25%"
SLED3,ON,EDITORA SARAIVA ON,Mídia,"Jornais, Livros e Revistas",51.117.500,357.266.000,30/06/2020,63.108.000,"0,81","-0,15","-0,16","0,108","0,00%","0,092","-0,84","-0,44","-0,07","-3,07","-8,32","-24,54%","-74,24%","0,75","-28,21%","109,34%","574.650,00","-321.432.000,00","-1,06","-27,13%"
MEND5,PNA,MENDES JUNIOR ENGENHARIA S/A PNA,Construção e Engenharia,Construção Pesada,67.008.500,9.579.300.000,30/06/2020,10.309.000,"6,50","-0,14","-0,01","48,452","0,00%","0,070","-0,05","-11.168,10","-0,01","-1.596.550,00","20.209,50","-0,43%","-34.075,30%","0,00","-0,00%","4,14%","0,00","-11.389.500.000,00","-0,84","-24,83%"
FTRX4,PN,FAB TECIDOS C RENAUX PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,2.620.970,27.696.000,31/03/2013,23.827.000,"0,11","-0,13","-0,02","0,174","0,00%","0,019","-0,03","-0,16","-0,01","-1,74","-2,24","-106,22%","-138,83%","0,06","-11,99%","13,50%","0,00","-154.535.000,00","-0,16","-31,25%"
TEKA3,ON,TEKA S.A. ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,13.078.000,481.942.000,30/06/2020,503.000,"26,00","-0,11","-0,01","0,100","0,00%","0,014","-0,01","-2,04","-0,01","-75,09","-284,50","-4,93%","-91,04%","0,02","-1,09%","7,29%","31.611,80","-1.626.750.000,00","-0,29","-3,00%"
SLED4,PN,EDITORA SARAIVA PN,Mídia,"Jornais, Livros e Revistas",37.864.800,344.014.000,30/06/2020,63.108.000,"0,60","-0,11","-0,12","0,080","0,00%","0,068","-0,62","-0,33","-0,05","-2,96","-8,01","-24,54%","-74,24%","0,75","-28,21%","109,34%","2.592.230,00","-321.432.000,00","-1,06","-27,13%"
FBMC4,PN,FIBAM PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,1.424.920,10.845.900,30/09/2018,727.000,"1,96","-0,09","-0,02","0,095","0,00%","0,034","-0,04","-0,07","-0,02","-0,53","-0,59","-135,59%","-101,97%","0,31","-64,70%","24,19%","0,00","-63.552.000,00","-0,15","-31,66%"
RPMG4,PN,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A PN,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,17.599.900,17.544.900,30/06/2020,67.692.000,"0,26","-0,09","-0,01","0,030","0,00%","0,006","-0,01","-0,17","-0,01","-0,17","-0,17","-17,95%","-32,89%","0,50","-3,82%","6,47%","0,00","-2.970.570.000,00","0,00","-0,81%"
OSXB3,ON NM,OSX BRASIL ON NM,"Petróleo, Gás e Biocombustíveis",Máquinas e Equipamentos,46.086.700,4.460.170.000,30/06/2020,3.148.000,"14,64","-0,09","-0,01","4,290","0,00%","0,023","-0,09","-4,40","-0,01","-425,91","-429,77","-97,47%","-4.907,86%","0,03","-0,59%","10,83%","3.202.370,00","-4.737.600.000,00","-0,93","-48,68%"
INEP4,PN,INEPAR S/A PN,Máquinas e Equipamentos,Máqs. e Equips. Industriais,42.824.800,721.041.000,31/03/2020,8.203.980,"5,22","-0,09","-0,02","4,517","0,00%","0,031","-0,02","-0,13","-0,01","-2,19","-2,28","-3.465,13%","-5.033,87%","0,10","-25,60%","23,63%","45.672,70","-2.070.190.000,00","-0,33","-53,86%"
BDLL4,PN,BAEDELLA PN,Máquinas e Equipamentos,Máqs. e Equips. Industriais,16.960.000,251.404.000,31/03/2020,1.600.000,"10,60","-0,09","-0,15","0,412","0,00%","0,023","-0,08","-0,43","-0,03","-6,36","-7,70","-95,99%","-472,75%","0,60","-6,50%","173,42%","152.911,00","-112.189.000,00","-2,11","-43,54%"
INEP3,ON,INEPAR S/A ON,Máquinas e Equipamentos,Máqs. e Equips. Industriais,42.168.500,720.384.000,31/03/2020,8.203.980,"5,14","-0,09","-0,02","4,448","0,00%","0,030","-0,02","-0,13","-0,01","-2,19","-2,27","-3.465,13%","-5.033,87%","0,10","-25,60%","23,63%","68.149,30","-2.070.190.000,00","-0,33","-53,86%"
SULT3,ON,CONSTRUTORA SULTEPA S/A ON,Construção e Engenharia,Construção Pesada,7.056.000,9.369.000,30/06/2020,12.600.000,"0,56","-0,08","0,04","0,061","0,00%","0,005","-0,02","-0,78","-0,01","-1,03","-3,16","-7,82%","-71,95%","0,21","-0,60%","-51,83%","0,00","161.477.000,00","0,02","4,91%"
VPTA4,PN,VPTA PN,Transporte,Transporte Aéreo,5.761.460,295.189.000,31/03/2006,548.710.000,"10,50","-0,07","-0,01","0,260","0,00%","0,054","-0,02","-0,13","-0,01","-6,89","-6,89","-193,57%","-396,38%","0,23","-45,00%","10,11%","0,00","-867.658.000,00","-0,34","-58,91%"
SULT4,PN,CONSTRUTORA SULTEPA S/A PN,Construção e Engenharia,Construção Pesada,5.418.000,7.731.000,30/06/2020,12.600.000,"0,43","-0,06","0,03","0,047","0,00%","0,004","-0,02","-0,60","-0,00","-0,85","-2,61","-7,82%","-71,95%","0,21","-0,60%","-51,83%","0,00","161.477.000,00","0,02","4,91%"
RCTB33,R33,TELEBRAS R33,Telecomunicações,Telecomunicações,3.868.300,-575.714.000,30/06/2020,67.865.000,"57,00","-0,06","0,00","0,016","0,00%","0,001","0,00","-0,01","-0,00","2,13","7,25","-109,80%","-25,67%","4,88","-8,13%","-3,94%","0,00","1.606.030.000,00","0,18","27,57%"
VPSC4,PN,VPSC PN,Transporte,Serviços de Apoio e Armazenagem,5.294.300,8.435.300,31/03/2008,529.960.000,"9,99","-0,05","4,30","0,029","0,00%","0,033","-0,06","-0,13","-0,06","-0,20","-0,20","-22,82%","-55,90%","0,43","-28,56%","-8.246,83%","0,00","1.232.000,00","6,15","-10,02%"
VAGV3,ON,SAVIRG ON,Transporte,Transporte Aéreo,79.716.800,2.624.210.000,31/03/2006,69.927.000,"1,14","-0,05","-0,01","0,014","0,00%","0,037","-0,08","-0,27","-0,01","-8,90","-8,90","-5,08%","-29,29%","0,52","-15,14%","20,73%","0,00","-8.194.580.000,00","-0,31","1,06%"
TEKA4,PN,TEKA S.A. PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,5.331.800,474.196.000,30/06/2020,503.000,"10,60","-0,04","-0,00","0,041","0,00%","0,006","-0,00","-0,83","-0,00","-73,89","-279,93","-4,93%","-91,04%","0,02","-1,09%","7,29%","115.370,00","-1.626.750.000,00","-0,29","-3,00%"
DHBI4,PN,DHB PN,Material de Transporte,Material Rodoviário,4.238.970,456.353.000,30/09/2014,4.197.000,"1,01","-0,04","-0,01","0,046","0,00%","0,018","-0,01","-0,20","-0,01","-21,09","-51,10","-23,58%","-154,81%","0,12","-10,50%","21,03%","0,00","-456.340.000,00","-0,99","-23,62%"
RCTB31,RON,TELEBRAS RON,Telecomunicações,Telecomunicações,2.782.460,-576.800.000,30/06/2020,67.865.000,"41,00","-0,04","0,00","0,011","0,00%","0,001","0,00","-0,01","-0,00","2,13","7,26","-109,80%","-25,67%","4,88","-8,13%","-3,94%","0,00","1.606.030.000,00","0,18","27,57%"
PDGR3,ON NM,PDG REALT ON NM,Construção e Engenharia,Construção Civil,33.074.700,1.648.540.000,30/06/2020,8.067.000,"4,10","-0,04","-0,01","0,162","0,00%","0,018","-0,01","-0,40","-0,01","-19,83","-20,51","-40,69%","-382,81%","0,36","-5,28%","14,79%","155.057,00","-5.225.500.000,00","-0,33","-29,15%"
VAGV4,PN,SAVIRG PN,Transporte,Transporte Aéreo,71.325.500,2.615.820.000,31/03/2006,69.927.000,"1,02","-0,04","-0,01","0,012","0,00%","0,033","-0,07","-0,24","-0,01","-8,87","-8,87","-5,08%","-29,29%","0,52","-15,14%","20,73%","0,00","-8.194.580.000,00","-0,31","1,06%"
MNDL4,PN,MUNDIAL S/A PN,"Tecidos, Vestuário e Calçados",Acessórios,942.400,133.452.000,30/06/2020,2.480.000,"0,38","-0,04","-0,01","0,002","0,00%","0,001","-0,00","0,04","-0,00","4,99","3,51","5,82%","-5,29%","0,26","2,81%","15,05%","0,00","-161.719.000,00","-0,85","3,54%"
GAFP3,ON,CIMOB ON,Construção e Engenharia,Construção Civil,1.185.840,116.142.000,30/09/2009,9.882.000,"0,12","-0,04","-0,01","0,372","0,00%","0,015","-0,09","-0,48","-0,01","-46,92","-46,92","-77,57%","-981,28%","0,51","-3,21%","38,79%","0,00","-80.712.500,00","-1,43","-58,09%"
RCTB41,RPN,TELEBRAS RPN,Telecomunicações,Telecomunicações,2.274.160,-577.308.000,30/06/2020,67.865.000,"33,51","-0,04","0,00","0,009","0,00%","0,001","0,00","-0,01","-0,00","2,13","7,27","-109,80%","-25,67%","4,88","-8,13%","-3,94%","0,00","1.606.030.000,00","0,18","27,57%"
ARTE3,ON,KUALA S.A. ON,,,1.216.600,36.734.600,31/03/2006,158.000,"7,70","-0,04","-0,04","0,000","0,00%","0,103","0,00","-0,52","0,00","-15,85","-15,85","0,00%","0,00%","0,00","0,00%","102,90%","0,00","-33.570.000,00","0,00","-64,35%"
TROR3,ON,TRORION ON,Materiais Diversos,Materiais Diversos,14.202.000,1.575.190.000,30/06/2007,5.400.000,"2,63","-0,03","-0,01","0,598","0,00%","0,532","-0,01","-6,57","-0,01","-728,92","-728,92","-9,11%","-1.745,52%","0,01","-9,77%","21,14%","0,00","-1.959.650.000,00","-0,80","6,34%"
VPSC3,ON,VPSC ON,Transporte,Serviços de Apoio e Armazenagem,3.195.660,6.336.660,31/03/2008,529.960.000,"6,03","-0,03","2,59","0,017","0,00%","0,020","-0,03","-0,08","-0,04","-0,15","-0,15","-22,82%","-55,90%","0,43","-28,56%","-8.246,83%","0,00","1.232.000,00","6,15","-10,02%"
VPTA3,ON,VPTA ON,Transporte,Transporte Aéreo,2.743.550,292.172.000,31/03/2006,548.710.000,"5,00","-0,03","-0,00","0,124","0,00%","0,026","-0,01","-0,06","-0,00","-6,82","-6,82","-193,57%","-396,38%","0,23","-45,00%","10,11%","0,00","-867.658.000,00","-0,34","-58,91%"
ARTE4,PN,KUALA S.A. PN,,,1.075.980,36.594.000,31/03/2006,158.000,"6,81","-0,03","-0,03","0,000","0,00%","0,091","0,00","-0,46","0,00","-15,79","-15,79","0,00%","0,00%","0,00","0,00%","102,90%","0,00","-33.570.000,00","0,00","-64,35%"
RCTB42,R42,TELEBRAS R42,Telecomunicações,Telecomunicações,1.357.300,-578.225.000,30/06/2020,67.865.000,"20,00","-0,02","0,00","0,006","0,00%","0,000","0,00","-0,01","-0,00","2,14","7,28","-109,80%","-25,67%","4,88","-8,13%","-3,94%","0,00","1.606.030.000,00","0,18","27,57%"
TROR4,PN,TRORION PN,Materiais Diversos,Materiais Diversos,8.424.000,1.569.410.000,30/06/2007,5.400.000,"1,56","-0,02","-0,00","0,355","0,00%","0,316","-0,00","-3,90","-0,00","-726,24","-726,24","-9,11%","-1.745,52%","0,01","-9,77%","21,14%","0,00","-1.959.650.000,00","-0,80","6,34%"
GAFP4,PN,CIMOB PN,Construção e Engenharia,Construção Civil,494.100,115.450.000,30/09/2009,9.882.000,"0,05","-0,02","-0,01","0,155","0,00%","0,006","-0,04","-0,20","-0,00","-46,65","-46,65","-77,57%","-981,28%","0,51","-3,21%","38,79%","0,00","-80.712.500,00","-1,43","-58,09%"
MILK33,DR3,Laep DR3 DR3,Alimentos,Laticínios,12.861.600,32.035.600,31/03/2013,42.872.000,"0,30","-0,02","-0,02","0,077","0,00%","0,029","-0,08","-0,04","-0,02","-0,11","-0,12","-176,80%","-508,08%","0,50","-70,91%","165,12%","0,00","-516.285.000,00","-0,04","-42,04%"
TENE5,PNA,TECBLU PNA,"Tecidos, Vestuário e Calçados",Fios e Tecidos,60.500,541.500,30/09/2019,121.000,"0,50","-0,01","-0,00","0,000","0,00%","0,003","0,00","-0,05","0,00","-0,47","0,64","0,00%","0,00%","0,00","0,00%","6,64%","0,00","-69.256.000,00","0,00","0,00%"
SCLO4,PN,SCHLOSSER TECIDOS PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,393.600,27.205.600,31/03/2020,960.000,"0,41","-0,01","-0,00","-1,022","0,00%","0,020","-0,00","0,31","-0,00","21,17","21,17","-333,77%","9.327,53%","0,01","6,84%","22,45%","0,00","-159.657.000,00","-0,17","9,85%"
CGOS4,PN,CELG PN,Energia Elétrica,Energia Elétrica,524.480,1.050.460.000,31/12/2007,32.780.000,"16,00","-0,00","0,00","0,000","0,00%","0,000","-0,00","-0,16","-0,00","-313,85","-313,85","-0,20%","-10,48%","0,54","-0,08%","-39,02%","0,00","453.387.000,00","2,48","8,97%"
CBMA3,ON,COBRASMA S/A ON,Material de Transporte,Material Ferroviário,1.025.850,10.838.200.000,30/06/2020,102.585.000,"0,01","-0,00","-0,00","1,506","0,00%","0,007","-1,82","1,44","-0,00","15.243,60","15.243,60","104,41%","-216.655,00%","0,87","0,47%","11,34%","0,00","-12.738.200.000,00","-0,85","295,70%"
CBMA4,PN,COBRASMA S/A PN,Material de Transporte,Material Ferroviário,1.025.850,10.838.200.000,30/06/2020,102.585.000,"0,01","-0,00","-0,00","1,506","0,00%","0,007","-1,82","1,44","-0,00","15.243,60","15.243,60","104,41%","-216.655,00%","0,87","0,47%","11,34%","0,00","-12.738.200.000,00","-0,85","295,70%"
ABCB3,ON N2,ABC Brasil ON N2,Financeiros,Bancos,0,-,30/06/2020,218.359.000,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","10,23%","0,00","4.093.300.000,00","0,00","2,77%"
AGEI3,ON NM,AGRE EMP IMOB ON NM,Construção e Engenharia,Construção Civil,2.340.000.000,3.961.640.000,31/03/2010,300.000.000,"7,80","0,00","1,25","0,000","0,00%","0,470","1,39","0,00","-12,59","0,00","0,00","0,00%","0,00%","2,45","0,00%","0,00%","0,00","1.878.210.000,00","1,01","0,00%"
ALBA3,ON,DANA-ALBARUS S/A INDÚSTRIA E COMÉRCIO ON,,,0,-88.192.000,31/03/2005,0,"2,15","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-1,27","-1,27","9,50%","9,62%","1,83","20,40%","19,77%","0,00","354.860.000,00","0,03","14,69%"
ALPK3,ON NM,ESTAPAR ON NM,Serviços,Serviços Diversos,1.937.710.000,3.300.430.000,30/06/2020,193.771.000,"10,00","0,00","2,53","0,000","0,00%","0,617","-3,38","0,00","-1,01","0,00","0,00","0,00%","0,00%","0,44","0,00%","0,00%","1.111.150,00","766.581.000,00","2,15","0,00%"
AMBP3,ON NM,AMBIPAR ON NM,Água e Saneamento,Água e Saneamento,2.971.350.000,3.280.570.000,30/06/2020,112.936.000,"26,31","0,00","12,77","0,000","0,00%","3,149","12,66","0,00","-11,43","0,00","0,00","0,00%","0,00%","2,21","0,00%","0,00%","14.305.500,00","232.724.000,00","2,29","0,00%"
ARPS3,ON,DOUAT CIA TEXTIL ON,,,0,15.418.000,30/06/2004,0,"0,30","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-14,08","-14,08","-4,92%","-11,59%","0,91","-6,64%","20,34%","0,00","-12.690.000,00","-1,24","-17,53%"
ARPS4,PN,DOUAT CIA TEXTIL PN,,,0,15.418.000,30/06/2004,0,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-14,08","-14,08","-4,92%","-11,59%","0,91","-6,64%","20,34%","0,00","-12.690.000,00","-1,24","-17,53%"
AURA32,DR2,AURA 360 DR2,Mineração,Minerais Metálicos,1.002.760.000,1.247.780.000,30/06/2020,19.287.500,"51,99","0,00","1,01","0,000","0,00%","0,494","9,27","0,00","-2,59","0,00","0,00","0,00%","0,00%","1,20","0,00%","0,00%","4.092.440,00","992.383.000,00","0,39","0,00%"
BBSE3,ON NM,BBSEGURIDADE ON NM,Previdência e Seguros,Seguradoras,51.140.000.000,-,30/06/2020,2.000.000.000,"25,57","0,00","0,00","0,000","16,17%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","110.264.000,00","0,00","0,00","0,00%"
BBTG11,UNT,BTG PACTUAL UNITS UNT,Financeiros,Bancos,0,-,30/09/2012,0,"15,01","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
BBTG13,DR3 A,BTG PACTUAL DR3 A,Financeiros,Gestão de Recursos e Investimentos,0,-,30/06/2020,2.814.670,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
BERG3,ON,BERGAMO ON,,,0,27.108.000,30/09/2003,0,"33,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-10,49","-10,49","-8,60%","-32,60%","0,46","-5,58%","-102,71%","0,00","9.538.000,00","2,86","-8,00%"
BMEF3,ON,BMF ON,Serviços Financeiros Diversos,Serviços Financeiros Diversos,11.118.600.000,9.675.010.000,31/03/2008,1.010.790.000,"11,00","0,00","4,16","0,000","0,00%","3,482","10,24","0,00","11,30","0,00","0,00","0,00%","0,00%","3,70","0,00%","0,00%","0,00","2.674.780.000,00","0,00","0,00%"
BMGB11,UNT N1,BANCO BMG UNT N1,Financeiros,Bancos,4.968.390.000,-,30/06/2020,591.475.000,"33,60","0,00","1,23","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","4.036.350.000,00","0,00","0,00%"
BMGB4,PN N1,BANCO BMG PN N1,Financeiros,Bancos,3.164.390.000,-,30/06/2020,591.475.000,"5,35","0,00","0,78","0,000","3,95%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","8.237.530,00","4.036.350.000,00","0,00","0,00%"
BOVH3,ON NM,Bovespa Hld ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,11.356.600.000,9.487.290.000,30/06/2008,722.888.000,"15,71","0,00","6,16","0,000","0,00%","4,874","6,90","0,00","6,91","0,00","0,00","0,00%","0,00%","4,40","0,00%","0,00%","0,00","1.843.320.000,00","0,00","0,00%"
BPAT33,DR3,Patagonia DR3,Financeiros,Bancos,719.145.000,-,30/06/2019,719.145.000,"20,00","0,00","0,82","0,000","35,72%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","876.492.000,00","0,00","0,00%"
BPNM3,ON N1,BANCO PAN ON N1,Financeiros,Bancos,0,-,30/06/2020,1.205.060.000,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,06%","0,00","5.112.740.000,00","0,00","14,97%"
BSGR3,ON,AGF BRASIL SEGUROS ON,,,0,-,31/03/2005,0,"1.091,28","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%"
CCHI3,ON,CHIARELLI ON,Construção e Engenharia,Materiais de Construção,1.560.000,19.648.000,30/06/2014,78.000.000,"0,02","0,00","-0,01","0,000","0,00%","0,077","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","-160.477.000,00","0,00","20,36%"
CCHI4,PN,CHIARELLI PN,Construção e Engenharia,Materiais de Construção,1.560.000,19.648.000,30/06/2014,78.000.000,"0,02","0,00","-0,01","0,000","0,00%","0,077","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","-160.477.000,00","0,00","20,36%"
CMMA4,PN,CMA PARTICIPACOES SA PN,,,0,-4.000,31/12/2004,0,"0,81","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,03","0,03","0,00%","0,00%","0,00","0,00%","-1,92%","0,00","-79.623.000,00","0,00","0,00%"
